page,image_path,separator_bbox,line_index,line_bbox,line_text,emitted_as_body,suggested_previous_page,suggested_previous_note_xml_id,suggested_previous_n,previous_note_tail,candidate_strength,reason
633,ocr/beck2020_fresh/images/beck-0633.png,163 1385 1382 1395,24,170 1460 1310 1504,"κρυστάλλιον Fleawort 7 IV, 69",true,,,,,weak,below footnote rule without a printed note label
633,ocr/beck2020_fresh/images/beck-0633.png,163 1385 1382 1395,25,172 1515 1442 1557,"κυνόμυα Fleawort IV, 69 ΝΕ",true,,,,,weak,below footnote rule without a printed note label
633,ocr/beck2020_fresh/images/beck-0633.png,163 1385 1382 1395,26,173 1570 1286 1612,"πλάτανος. Plane tree I, 79",true,,,,,weak,below footnote rule without a printed note label
634,ocr/beck2020_fresh/images/beck-0634.png,158 1334 1463 1337,22,168 1352 626 1385,Potentilla reptans L. (A. p. 278),true,,,,,weak,below footnote rule without a printed note label
634,ocr/beck2020_fresh/images/beck-0634.png,158 1334 1463 1337,23,167 1406 627 1440,Potentilla reptans_L. (A. p. 278),true,,,,,weak,below footnote rule without a printed note label
634,ocr/beck2020_fresh/images/beck-0634.png,158 1334 1463 1337,24,163 1461 646 1498,|Poterium spinosum L. (A. p. 250),true,,,,,weak,below footnote rule without a printed note label
634,ocr/beck2020_fresh/images/beck-0634.png,158 1334 1463 1337,25,166 1515 712 1549,Prangos ferulacea L. sp. ~ (A. p. 124),true,,,,,weak,below footnote rule without a printed note label
635,ocr/beck2020_fresh/images/beck-0635.png,161 1334 1444 1342,22,168 1353 1310 1401,"καλλιπέταλον Cinquefoil IV, 42",true,,,,,weak,below footnote rule without a printed note label
635,ocr/beck2020_fresh/images/beck-0635.png,161 1334 1444 1342,23,171 1407 1310 1451,"ξυλόλωτον Cinquefoil IV, 42",true,,,,,weak,below footnote rule without a printed note label
635,ocr/beck2020_fresh/images/beck-0635.png,161 1334 1444 1342,24,172 1463 1310 1503,"στοιβή. |Thorny burnet IV, 12",true,,,,,weak,below footnote rule without a printed note label
635,ocr/beck2020_fresh/images/beck-0635.png,161 1334 1444 1342,25,168 1518 1306 1560,"ἱππομάραθον Horse fennel IW, 71",true,,,,,weak,below footnote rule without a printed note label
636,ocr/beck2020_fresh/images/beck-0636.png,170 1344 931 1346,22,179 1363 610 1400,Raphanus raphanistrum (LSJ),true,,,,,weak,below footnote rule without a printed note label
636,ocr/beck2020_fresh/images/beck-0636.png,170 1344 931 1346,23,179 1417 726 1451,Raphanus raphanistrum L. (A. p. 138),true,,,,,weak,below footnote rule without a printed note label
636,ocr/beck2020_fresh/images/beck-0636.png,170 1344 931 1346,24,179 1472 518 1505,Raphanus sativus (LSJ),true,,,,,weak,below footnote rule without a printed note label
636,ocr/beck2020_fresh/images/beck-0636.png,170 1344 931 1346,25,175 1526 562 1565,|Reseda alba L. (A. p. 237),true,,,,,weak,below footnote rule without a printed note label
637,ocr/beck2020_fresh/images/beck-0637.png,244 1344 1181 1345,22,184 1358 1329 1404,"&ypia pagavic. |Wildradish _ mu I, 112",true,,,,,weak,below footnote rule without a printed note label
637,ocr/beck2020_fresh/images/beck-0637.png,244 1344 1181 1345,23,186 1414 1329 1455,"λαμψάνη Charlock IL, 116",true,,,,,weak,below footnote rule without a printed note label
637,ocr/beck2020_fresh/images/beck-0637.png,244 1344 1181 1345,24,187 1472 1456 1511,ῥαφανς. Radish ΙΗ. v. —,true,,,,,weak,below footnote rule without a printed note label
638,ocr/beck2020_fresh/images/beck-0638.png,285 1335 1460 1343,22,166 1353 450 1390,Ruscus aculeatus L.,true,,,,,weak,below footnote rule without a printed note label
638,ocr/beck2020_fresh/images/beck-0638.png,285 1335 1460 1343,23,166 1408 451 1442,Ruscus aculeatus L.,true,,,,,weak,below footnote rule without a printed note label
638,ocr/beck2020_fresh/images/beck-0638.png,285 1335 1460 1343,24,166 1462 451 1499,Ruscus aculeatus L.,true,,,,,weak,below footnote rule without a printed note label
638,ocr/beck2020_fresh/images/beck-0638.png,285 1335 1460 1343,25,162 1516 451 1552,IRuscus aculeatus L.,true,,,,,weak,below footnote rule without a printed note label
639,ocr/beck2020_fresh/images/beck-0639.png,166 1387 1359 1395,23,175 1408 1331 1450,"κίνη Butcher's broom IV, 144",true,,,,,weak,below footnote rule without a printed note label
639,ocr/beck2020_fresh/images/beck-0639.png,166 1387 1359 1395,24,172 1462 1332 1507,"λειχήνη 7 Butcher's broom IV, 144",true,,,,,weak,below footnote rule without a printed note label
639,ocr/beck2020_fresh/images/beck-0639.png,166 1387 1359 1395,25,173 1516 1446 1559,"μυρσίνη ἀγρία Butcher's broom Iv, 144 |",true,,,,,weak,below footnote rule without a printed note label
639,ocr/beck2020_fresh/images/beck-0639.png,166 1387 1359 1395,26,173 1570 1446 1617,"μυρτάκανθος Butcher's broom IV, 144 |",true,,,,,weak,below footnote rule without a printed note label
640,ocr/beck2020_fresh/images/beck-0640.png,229 1335 1454 1341,22,159 1353 644 1393,Saussurea lappa Clarke (A. p. 76),true,,,,,weak,below footnote rule without a printed note label
640,ocr/beck2020_fresh/images/beck-0640.png,229 1335 1454 1341,23,159 1407 540 1442,Saxifrage L.sp. (A. p. 77),true,,,,,weak,below footnote rule without a printed note label
640,ocr/beck2020_fresh/images/beck-0640.png,229 1335 1454 1341,24,155 1447 697 1504,|Scandix pecten- Veneris L. (A. p. 229),true,,,,,weak,below footnote rule without a printed note label
640,ocr/beck2020_fresh/images/beck-0640.png,229 1335 1454 1341,25,158 1516 546 1551,Scilla bifolia L. (A. p. 126),true,,,,,weak,below footnote rule without a printed note label
641,ocr/beck2020_fresh/images/beck-0641.png,163 1386 1446 1396,23,173 1404 1311 1449,"KOTVAN SOV, ἕτερον εἶδος Navelwort, Another IV, 92",true,,,,,weak,below footnote rule without a printed note label
641,ocr/beck2020_fresh/images/beck-0641.png,163 1386 1446 1396,24,165 1462 1315 1509,"Ισκάνδιξ Wild chervil ΟΠ, 138",true,,,,,weak,below footnote rule without a printed note label
641,ocr/beck2020_fresh/images/beck-0641.png,163 1386 1446 1396,25,172 1517 1311 1560,"ὑάκινθος Wild hyacinth _ IV, 62",true,,,,,weak,below footnote rule without a printed note label
641,ocr/beck2020_fresh/images/beck-0641.png,163 1386 1446 1396,26,173 1570 1312 1612,"ὁλόσχοινος. Club-rush B IV, 52",true,,,,,weak,below footnote rule without a printed note label
642,ocr/beck2020_fresh/images/beck-0642.png,935 1337 1437 1340,22,167 1353 1078 1392,"Senecio thapsoides DC. ~, Mercurialis tomentos aL. ~(A. p. 43)",true,,,,,weak,below footnote rule without a printed note label
642,ocr/beck2020_fresh/images/beck-0642.png,935 1337 1437 1340,23,168 1407 589 1442,Senecio vulgaris L. (A. p. 96),true,,,,,weak,below footnote rule without a printed note label
642,ocr/beck2020_fresh/images/beck-0642.png,935 1337 1437 1340,24,168 1461 615 1494,Serapias cordiga L. (A. p. 228),true,,,,,weak,below footnote rule without a printed note label
642,ocr/beck2020_fresh/images/beck-0642.png,935 1337 1437 1340,25,167 1516 644 1549,Serapias cordigera L. (A. p. 228),true,,,,,weak,below footnote rule without a printed note label
643,ocr/beck2020_fresh/images/beck-0643.png,181 1389 1464 1397,23,190 1409 1329 1450,"ἠριγέρων Groundsel IV, 96",true,,,,,weak,below footnote rule without a printed note label
643,ocr/beck2020_fresh/images/beck-0643.png,181 1389 1464 1397,24,188 1464 1344 1506,"᾿Ἐρυθραικὸν σατύριον Man orchis ΠῚ, 128",true,,,,,weak,below footnote rule without a printed note label
643,ocr/beck2020_fresh/images/beck-0643.png,181 1389 1464 1397,25,191 1519 1344 1558,"σατύριον ἐρυθραϊκόν Man orchis _ ΠῚ, 128",true,,,,,weak,below footnote rule without a printed note label
643,ocr/beck2020_fresh/images/beck-0643.png,181 1389 1464 1397,26,187 1572 1345 1614,"λογχῖτις Lonchitis ΠῚ, 144",true,,,,,weak,below footnote rule without a printed note label
644,ocr/beck2020_fresh/images/beck-0644.png,282 1390 1210 1395,23,172 1407 511 1441,Sorbus domestica (LSJ),true,,,,,weak,below footnote rule without a printed note label
644,ocr/beck2020_fresh/images/beck-0644.png,282 1390 1210 1395,24,172 1461 782 1502,"Sorbus domestica, L. (LSJ) 7",true,,,,,weak,below footnote rule without a printed note label
644,ocr/beck2020_fresh/images/beck-0644.png,282 1390 1210 1395,25,169 1515 1002 1558,"|Sparganium ramosum Curtis, S. simplex Huds. (A. p. 244)",true,,,,,weak,below footnote rule without a printed note label
644,ocr/beck2020_fresh/images/beck-0644.png,282 1390 1210 1395,26,172 1569 634 1604,Spartium junceum L. (A. p. 244),true,,,,,weak,below footnote rule without a printed note label
645,ocr/beck2020_fresh/images/beck-0645.png,154 1387 1437 1394,23,160 1408 1295 1448,"otov Service tree I, 120",true,,,,,weak,below footnote rule without a printed note label
645,ocr/beck2020_fresh/images/beck-0645.png,154 1387 1437 1394,24,164 1462 1286 1498,otov Sorb apple 1120,true,,,,,weak,below footnote rule without a printed note label
645,ocr/beck2020_fresh/images/beck-0645.png,154 1387 1437 1394,25,157 1517 1301 1562,"lonapyóviov Bur reed IV, 21",true,,,,,weak,below footnote rule without a printed note label
645,ocr/beck2020_fresh/images/beck-0645.png,154 1387 1437 1394,26,162 1571 1321 1616,"σπάρτιον _|Spanish broom IV, 154",true,,,,,weak,below footnote rule without a printed note label
646,ocr/beck2020_fresh/images/beck-0646.png,161 1336 1465 1338,22,172 1356 1462 1393,"Thymus graveol. Sibth sp.,~Th. tragoriganum L. sp.,~Origanum heraceoticum Richb sp.(A. 263) |",true,,,,,weak,below footnote rule without a printed note label
646,ocr/beck2020_fresh/images/beck-0646.png,161 1336 1465 1338,23,172 1409 604 1443,Thymus incanus L. (A. p. 118),true,,,,,weak,below footnote rule without a printed note label
646,ocr/beck2020_fresh/images/beck-0646.png,161 1336 1465 1338,24,173 1463 521 1497,Thymus Sibthorpii (LSJ),true,,,,,weak,below footnote rule without a printed note label
646,ocr/beck2020_fresh/images/beck-0646.png,161 1336 1465 1338,25,174 1518 521 1551,Thymus Sibthorpii (LSJ),true,,,,,weak,below footnote rule without a printed note label
647,ocr/beck2020_fresh/images/beck-0647.png,259 1340 1007 1341,22,191 1359 1329 1396,TpoyoptyavoG ——] Goat's marjoram.. {OL 30,true,,,,,weak,below footnote rule without a printed note label
647,ocr/beck2020_fresh/images/beck-0647.png,259 1340 1007 1341,23,190 1413 1305 1446,"Ἑλένιον ἄλλο Elecampane, Another 1, 29",true,,,,,weak,below footnote rule without a printed note label
647,ocr/beck2020_fresh/images/beck-0647.png,259 1340 1007 1341,24,183 1463 1328 1508,"EPTVAOG! Tufted thyme NEN IIL, 38",true,,,,,weak,below footnote rule without a printed note label
647,ocr/beck2020_fresh/images/beck-0647.png,259 1340 1007 1341,25,191 1484 1328 1561,Coyic — .. |Tufted thyme] m. 38,true,,,,,weak,below footnote rule without a printed note label
648,ocr/beck2020_fresh/images/beck-0648.png,188 1349 1460 1351,19,178 1367 558 1400,Umbilicus pendulinus DC.,true,,,,,weak,below footnote rule without a printed note label
648,ocr/beck2020_fresh/images/beck-0648.png,188 1349 1460 1351,20,180 1422 701 1463,Umbilicus pendulinus DC. (A. p. 77),true,,,,,weak,below footnote rule without a printed note label
648,ocr/beck2020_fresh/images/beck-0648.png,188 1349 1460 1351,21,180 1477 992 1514,Urginea maritima Baker — Scilla maritima L. (A. p. 229),true,,,,,weak,below footnote rule without a printed note label
649,ocr/beck2020_fresh/images/beck-0649.png,210 1456 1334 1458,23,198 1476 495 1513,σα.,true,,,,,weak,below footnote rule without a printed note label
649,ocr/beck2020_fresh/images/beck-0649.png,210 1456 1334 1458,24,199 1585 1068 1623,ἀωήη Stinging ποῖ! ὁ,true,,,,,weak,below footnote rule without a printed note label
651,ocr/beck2020_fresh/images/beck-0651.png,227 1386 1388 1392,23,171 1407 1326 1449,"ἴον Violet IV, 121",true,,,,,weak,below footnote rule without a printed note label
651,ocr/beck2020_fresh/images/beck-0651.png,227 1386 1388 1392,24,171 1461 1303 1498,"λύγος Chaste tree T, 103",true,,,,,weak,below footnote rule without a printed note label
651,ocr/beck2020_fresh/images/beck-0651.png,227 1386 1388 1392,25,172 1516 1303 1556,"ἄγνος Chaste tree I, 103",true,,,,,weak,below footnote rule without a printed note label
651,ocr/beck2020_fresh/images/beck-0651.png,227 1386 1388 1392,26,172 1569 1363 1610,"oivávOn Grape, Inflo'ce of wild V,2;V,4",true,,,,,weak,below footnote rule without a printed note label
654,ocr/beck2020_fresh/images/beck-0654.png,241 1379 915 1382,24,253 1393 1076 1431,"Cionia κιόνια I, 4",true,,,,,weak,below footnote rule without a printed note label
654,ocr/beck2020_fresh/images/beck-0654.png,241 1379 915 1382,25,253 1445 1077 1480,Clam xnun IL6,true,,,,,weak,below footnote rule without a printed note label
654,ocr/beck2020_fresh/images/beck-0654.png,241 1379 915 1382,26,253 1496 1235 1538,"Cockle κογχάριον Tl, 6 Ε",true,,,,,weak,below footnote rule without a printed note label
654,ocr/beck2020_fresh/images/beck-0654.png,241 1379 915 1382,27,253 1548 1076 1583,"Cockle κογχύλιον Il, 8",true,,,,,weak,below footnote rule without a printed note label
655,ocr/beck2020_fresh/images/beck-0655.png,254 1380 1397 1386,24,264 1394 1109 1437,"Hens ἀλεκτορίδες II, 49",true,,,,,weak,below footnote rule without a printed note label
655,ocr/beck2020_fresh/images/beck-0655.png,254 1380 1397 1386,25,265 1446 1105 1488,Hippace ἱππάκη IL 71,true,,,,,weak,below footnote rule without a printed note label
655,ocr/beck2020_fresh/images/beck-0655.png,254 1380 1397 1386,26,264 1498 1108 1540,"Hippopotamus ἱπποπόταμος II, 23",true,,,,,weak,below footnote rule without a printed note label
655,ocr/beck2020_fresh/images/beck-0655.png,254 1380 1397 1386,27,264 1551 1109 1587,"Hog bc I, 58",true,,,,,weak,below footnote rule without a printed note label
656,ocr/beck2020_fresh/images/beck-0656.png,246 1385 1389 1387,26,256 1441 1102 1487,"Red mullet τρίγλα ΤΙ, 22",true,,,,,weak,below footnote rule without a printed note label
656,ocr/beck2020_fresh/images/beck-0656.png,246 1385 1389 1387,27,256 1500 1157 1540,"Rennet πιτύα II, 19; 75",true,,,,,weak,below footnote rule without a printed note label
656,ocr/beck2020_fresh/images/beck-0656.png,246 1385 1389 1387,28,256 1542 1102 1590,Reptile ὄφις IL 17,true,,,,,weak,below footnote rule without a printed note label
657,ocr/beck2020_fresh/images/beck-0657.png,272 1379 1417 1384,24,282 1395 1127 1430,"Wood lice ὄνοι οἱ ὑπὸ τὰς ὑδρίας Π, 35",true,,,,,weak,below footnote rule without a printed note label
657,ocr/beck2020_fresh/images/beck-0657.png,272 1379 1417 1384,25,282 1444 1127 1487,"Wool ἔρια Η,73",true,,,,,weak,below footnote rule without a printed note label
657,ocr/beck2020_fresh/images/beck-0657.png,272 1379 1417 1384,26,282 1496 1127 1540,"Wrasse ἰουλίς Il, 33",true,,,,,weak,below footnote rule without a printed note label
658,ocr/beck2020_fresh/images/beck-0658.png,343 1384 811 1391,24,265 1397 1102 1448,γάρος Garum {IL 32,true,,,,,weak,below footnote rule without a printed note label
658,ocr/beck2020_fresh/images/beck-0658.png,343 1384 811 1391,25,266 1438 1102 1494,"Yfic ἔντερον Earthworm Il, 67",true,,,,,weak,below footnote rule without a printed note label
658,ocr/beck2020_fresh/images/beck-0658.png,343 1384 811 1391,26,257 1497 1101 1547,"'δέρμα ᾿ .. |Leather. II, 48",true,,,,,weak,below footnote rule without a printed note label
658,ocr/beck2020_fresh/images/beck-0658.png,343 1384 811 1391,27,260 1549 1099 1602,"SpaKov θαλάσσιος Greater weever | 11,13.",true,,,,,weak,below footnote rule without a printed note label
659,ocr/beck2020_fresh/images/beck-0659.png,295 1406 1009 1409,25,252 1455 1086 1512,"κορυδαλλός Lark lI, 54",true,,,,,weak,below footnote rule without a printed note label
659,ocr/beck2020_fresh/images/beck-0659.png,295 1406 1009 1409,26,248 1525 1370 1565,koe. — Smi — (L9 — Οὀ,true,,,,,weak,below footnote rule without a printed note label
659,ocr/beck2020_fresh/images/beck-0659.png,295 1406 1009 1409,27,246 1564 1370 1616,κοχλίας ἄγος Fildsmil — — I9 — — — |,true,,,,,weak,below footnote rule without a printed note label
660,ocr/beck2020_fresh/images/beck-0660.png,300 1385 1323 1388,25,262 1396 1095 1439,"πνεύμων θαλάσσιος Jellyfish Ul, 37",true,,,,,weak,below footnote rule without a printed note label
660,ocr/beck2020_fresh/images/beck-0660.png,300 1385 1323 1388,26,263 1435 1078 1490,"πορφύρα. | Purple murex II, 4",true,,,,,weak,below footnote rule without a printed note label
